date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:48:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:48:12%20GMT	http://goblinslayer.jp/story/episode04	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/story/episode04.67.delayed	(from http://goblinslayer.jp/story/)
00:48:13	15679/15679	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:48:13%20GMT	http://goblinslayer.jp/story/episode04/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/story/episode04/index.html	(from http://goblinslayer.jp/story/)
00:48:19	184484/184484	---M--	200	added ('OK')	image/png	etag:%222d0a4-57a342e0f165c%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list06.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list06.png	(from http://goblinslayer.jp/story/)
00:48:19	163733/163733	---M--	200	added ('OK')	image/png	etag:%2227f95-579ad9980af87%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list05.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list05.png	(from http://goblinslayer.jp/story/)
00:48:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:48:19%20GMT	http://goblinslayer.jp/story/episode03	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/story/episode03.69.delayed	(from http://goblinslayer.jp/story/)
00:48:21	15688/15688	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:48:20%20GMT	http://goblinslayer.jp/story/episode03/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/story/episode03/index.html	(from http://goblinslayer.jp/story/)
00:48:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:48:21%20GMT	http://goblinslayer.jp/story/episode02	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/story/episode02	(from http://goblinslayer.jp/story/)
00:48:22	15703/15703	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:48:21%20GMT	http://goblinslayer.jp/story/episode02/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/story/episode02/index.html	(from http://goblinslayer.jp/story/)
00:48:27	1579402/1579402	---M--	200	added ('OK')	image/png	etag:%2218198a-57a321b26608d%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/low-bg-char-sword.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/low-bg-char-sword.png	(from http://goblinslayer.jp/wp-content/themes/goblinslayer/common/css/layout_20181010.css)
00:48:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:48:27%20GMT	http://goblinslayer.jp/story/episode01	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/story/episode01.6d.delayed	(from http://goblinslayer.jp/story/)
00:48:29	15936/15936	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:48:28%20GMT	http://goblinslayer.jp/story/episode01/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/story/episode01/index.html	(from http://goblinslayer.jp/story/)
00:48:42	178422/178422	---M--	200	added ('OK')	image/png	etag:%222b8f6-579ad9bf4bc6b%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list04.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list04.png	(from http://goblinslayer.jp/story/)
00:48:43	2495/2495	---M--	200	added ('OK')	application/json	date:Thu,%2008%20Aug%202019%2007:48:43%20GMT	http://goblinslayer.jp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgoblinslayer.jp%2Fcharacter%2F	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-json/oembed/1.0/embed9df3.json	(from http://goblinslayer.jp/character/)
00:48:44	12557/12557	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202019%2007:48:44%20GMT	http://goblinslayer.jp/?p=20	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/index341b.html	(from http://goblinslayer.jp/character/)
00:48:45	2704/2704	---M--	200	added ('OK')	text/xml	date:Thu,%2008%20Aug%202019%2007:48:45%20GMT	http://goblinslayer.jp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgoblinslayer.jp%2Fcharacter%2F&format=xml	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-json/oembed/1.0/embedfd7f	(from http://goblinslayer.jp/character/)
00:48:46	3584/3584	---M--	200	added ('OK')	image/png	etag:%22e00-575511891b7ab%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/ttl-character.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/ttl-character.png	(from http://goblinslayer.jp/character/)
00:48:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:48:47%20GMT	http://goblinslayer.jp/character/goblinslayer	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/goblinslayer	(from http://goblinslayer.jp/character/)
00:48:48	13733/13733	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:48:47%20GMT	http://goblinslayer.jp/character/goblinslayer/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/goblinslayer/index.html	(from http://goblinslayer.jp/character/)
00:48:50	171973/171973	---M--	200	added ('OK')	image/png	etag:%2229fc5-577f858b87fbe%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list02.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list02.png	(from http://goblinslayer.jp/story/)
00:48:50	186801/186801	---M--	200	added ('OK')	image/png	etag:%222d9b1-5789ee345867f%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list03.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list03.png	(from http://goblinslayer.jp/story/)
00:48:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:48:50%20GMT	http://goblinslayer.jp/character/priestess	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/priestess.74.delayed	(from http://goblinslayer.jp/character/)
00:48:52	13804/13804	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:48:51%20GMT	http://goblinslayer.jp/character/priestess/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/priestess/index.html	(from http://goblinslayer.jp/character/)
00:48:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:48:52%20GMT	http://goblinslayer.jp/character/elf	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/elf	(from http://goblinslayer.jp/character/)
00:48:53	13652/13652	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:48:52%20GMT	http://goblinslayer.jp/character/elf/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/elf/index.html	(from http://goblinslayer.jp/character/)
00:48:59	188966/188966	---M--	200	added ('OK')	image/png	etag:%222e226-57786f2e8a62f%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list01.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/story-list01.png	(from http://goblinslayer.jp/story/)
00:49:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:49:00%20GMT	http://goblinslayer.jp/character/dwarf	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/dwarf.78.delayed	(from http://goblinslayer.jp/character/)
00:49:01	13659/13659	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:49:00%20GMT	http://goblinslayer.jp/character/dwarf/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/dwarf/index.html	(from http://goblinslayer.jp/character/)
00:49:02	86348/86348	---M--	200	added ('OK')	image/png	etag:%221514c-5755118641032%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-goblin.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-goblin.png	(from http://goblinslayer.jp/character/)
00:49:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:49:03%20GMT	http://goblinslayer.jp/character/lizard	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/lizard	(from http://goblinslayer.jp/character/)
00:49:04	13670/13670	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:49:03%20GMT	http://goblinslayer.jp/character/lizard/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/lizard/index.html	(from http://goblinslayer.jp/character/)
00:49:05	80077/80077	---M--	200	added ('OK')	image/png	etag:%22138cd-575511864e70a%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-shinkan.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-shinkan.png	(from http://goblinslayer.jp/character/)
00:49:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:49:05%20GMT	http://goblinslayer.jp/character/guildgirl	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/guildgirl	(from http://goblinslayer.jp/character/)
00:49:05	75325/75325	---M--	200	added ('OK')	image/png	etag:%221263d-575511863a6ba%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-elf.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-elf.png	(from http://goblinslayer.jp/character/)
00:49:07	13675/13675	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:49:06%20GMT	http://goblinslayer.jp/character/guildgirl/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/guildgirl/index.html	(from http://goblinslayer.jp/character/)
00:49:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:49:07%20GMT	http://goblinslayer.jp/character/cowgirl	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/cowgirl	(from http://goblinslayer.jp/character/)
00:49:09	13658/13658	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:49:08%20GMT	http://goblinslayer.jp/character/cowgirl/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/cowgirl/index.html	(from http://goblinslayer.jp/character/)
00:49:15	81879/81879	---M--	200	added ('OK')	image/png	etag:%2213fd7-5755118633d42%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-dwarf.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-dwarf.png	(from http://goblinslayer.jp/character/)
00:49:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:49:15%20GMT	http://goblinslayer.jp/character/sword	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/sword	(from http://goblinslayer.jp/character/)
00:49:16	13801/13801	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:49:16%20GMT	http://goblinslayer.jp/character/sword/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/character/sword/index.html	(from http://goblinslayer.jp/character/)
00:49:18	83913/83913	---M--	200	added ('OK')	image/png	etag:%22147c9-5755118647d92%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-lizard.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-lizard.png	(from http://goblinslayer.jp/character/)
00:49:19	2451/2451	---M--	200	added ('OK')	application/json	date:Thu,%2008%20Aug%202019%2007:49:18%20GMT	http://goblinslayer.jp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgoblinslayer.jp%2Fmovie%2F	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-json/oembed/1.0/embedeedf.json	(from http://goblinslayer.jp/movie/)
00:49:20	12557/12557	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202019%2007:49:19%20GMT	http://goblinslayer.jp/?p=26	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/index88b9.html	(from http://goblinslayer.jp/movie/)
00:49:20	82674/82674	---M--	200	added ('OK')	image/png	etag:%22142f2-5755118655082%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-uketsuke.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-uketsuke.png	(from http://goblinslayer.jp/character/)
00:49:20	2648/2648	---M--	200	added ('OK')	text/xml	date:Thu,%2008%20Aug%202019%2007:49:20%20GMT	http://goblinslayer.jp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgoblinslayer.jp%2Fmovie%2F&format=xml	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-json/oembed/1.0/embed10ed	(from http://goblinslayer.jp/movie/)
00:49:21	5601/5601	---M--	200	added ('OK')	image/png	etag:%2215e1-57551187b497e%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/low-m.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/low-m.png	(from http://goblinslayer.jp/movie/)
00:49:21	2804/2804	---M--	200	added ('OK')	image/png	etag:%22af4-5755118921d3b%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/ttl-movie.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/ttl-movie.png	(from http://goblinslayer.jp/movie/)
00:49:22	85136/85136	---M--	200	added ('OK')	image/png	etag:%2214c90-575511865bde2%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-ushi.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-ushi.png	(from http://goblinslayer.jp/character/)
00:49:22	12557/12557	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202019%2007:49:22%20GMT	http://goblinslayer.jp/?p=145	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/indexbe3b.html	(from http://goblinslayer.jp/book/)
00:49:23	2431/2431	---M--	200	added ('OK')	application/json	date:Thu,%2008%20Aug%202019%2007:49:22%20GMT	http://goblinslayer.jp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgoblinslayer.jp%2Fbook%2F	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-json/oembed/1.0/embeda015.json	(from http://goblinslayer.jp/book/)
00:49:23	2622/2622	---M--	200	added ('OK')	text/xml	date:Thu,%2008%20Aug%202019%2007:49:22%20GMT	http://goblinslayer.jp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgoblinslayer.jp%2Fbook%2F&format=xml	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-json/oembed/1.0/embed3cc2	(from http://goblinslayer.jp/book/)
00:49:23	4985/4985	---M--	200	added ('OK')	image/png	etag:%221379-5779fcc569413%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/low-b.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/low-b.png	(from http://goblinslayer.jp/book/)
00:49:23	2310/2310	---M--	200	added ('OK')	image/png	etag:%22906-577d2a252bfbc%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/ttl-book.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/ttl-book.png	(from http://goblinslayer.jp/book/)
00:49:25	11056/11056	---M--	200	added ('OK')	image/png	etag:%222b30-577d2a252c3a4%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl01.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl01.png	(from http://goblinslayer.jp/book/)
00:49:29	82900/82900	---M--	200	added ('OK')	image/png	etag:%22143d4-57a31e47edd3c%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-sword.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/char-list-sword.png	(from http://goblinslayer.jp/character/)
00:49:31	46281/46281	---M--	200	added ('OK')	image/png	etag:%22b4c9-577d2ea539e41%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book-btn01.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book-btn01.png	(from http://goblinslayer.jp/book/)
00:49:32	19343/19343	---M--	200	added ('OK')	image/png	etag:%224b8f-577d2a252c78c%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl02.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl02.png	(from http://goblinslayer.jp/book/)
00:49:35	14654/14654	---M--	200	added ('OK')	image/png	etag:%22393e-577d2a252e6cc%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl03.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl03.png	(from http://goblinslayer.jp/book/)
00:49:40	108197/108197	---M--	200	added ('OK')	image/png	etag:%221a6a5-577d2a24fd5a4%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book01.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book01.png	(from http://goblinslayer.jp/book/)
00:49:42	43964/43964	---M--	200	added ('OK')	image/png	etag:%22abbc-577d2eb91c364%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book-btn02.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book-btn02.png	(from http://goblinslayer.jp/book/)
00:49:44	120023/120023	---M--	200	added ('OK')	image/png	etag:%221d4d7-577d2a24fc604%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book02.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book02.png	(from http://goblinslayer.jp/book/)
00:49:45	20086/20086	---M--	200	added ('OK')	image/png	etag:%224e76-578697bba6e85%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl04.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl04.png	(from http://goblinslayer.jp/book/)
00:49:49	20663/20663	---M--	200	added ('OK')	image/png	etag:%2250b7-577db48ec43fc%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl05.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book-ttl05.png	(from http://goblinslayer.jp/book/)
00:49:50	2437/2437	---M--	200	added ('OK')	application/json	date:Thu,%2008%20Aug%202019%2007:49:49%20GMT	http://goblinslayer.jp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgoblinslayer.jp%2Fgoods01%2F	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-json/oembed/1.0/embed0c3e.json	(from http://goblinslayer.jp/goods01/)
00:49:50	122995/122995	---M--	200	added ('OK')	image/png	etag:%221e073-577d2a258f593%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book03.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book03.png	(from http://goblinslayer.jp/book/)
00:49:51	12557/12557	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202019%2007:49:50%20GMT	http://goblinslayer.jp/?p=135	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/index86fa.html	(from http://goblinslayer.jp/goods01/)
00:49:51	2628/2628	---M--	200	added ('OK')	text/xml	date:Thu,%2008%20Aug%202019%2007:49:51%20GMT	http://goblinslayer.jp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgoblinslayer.jp%2Fgoods01%2F&format=xml	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-json/oembed/1.0/embeddbad	(from http://goblinslayer.jp/goods01/)
00:49:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:49:52%20GMT	http://goblinslayer.jp/goods01	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/goods01	(from http://goblinslayer.jp/goods01/)
00:49:52	4549/4549	---M--	200	added ('OK')	image/png	etag:%2211c5-577a010b90d70%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/ttl-goods.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/ttl-goods.png	(from http://goblinslayer.jp/goods01/)
00:49:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:49:52%20GMT	http://goblinslayer.jp/goods02	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/goods02	(from http://goblinslayer.jp/goods01/)
00:49:54	17120/17120	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:49:53%20GMT	http://goblinslayer.jp/goods02/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/goods02/index.html	(from http://goblinslayer.jp/goods01/)
00:49:56	21121/21121	---M--	200	added ('OK')	image/png	etag:%225281-577a0359e8a9c%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-nav01_on.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-nav01_on.png	(from http://goblinslayer.jp/goods01/)
00:49:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:49:56%20GMT	http://goblinslayer.jp/goods03	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/goods03	(from http://goblinslayer.jp/goods01/)
00:49:56	17259/17259	---M--	200	added ('OK')	image/png	etag:%22436b-577a0359dfdfc%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-nav02_off.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-nav02_off.png	(from http://goblinslayer.jp/goods01/)
00:49:57	16397/16397	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:49:56%20GMT	http://goblinslayer.jp/goods03/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/goods03/index.html	(from http://goblinslayer.jp/goods01/)
00:49:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:49:58%20GMT	http://goblinslayer.jp/goods04	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/goods04	(from http://goblinslayer.jp/goods01/)
00:50:00	33758/33758	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:49:58%20GMT	http://goblinslayer.jp/goods04/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/goods04/index.html	(from http://goblinslayer.jp/goods01/)
00:50:01	16892/16892	---M--	200	added ('OK')	image/png	etag:%2241fc-577a0359cf45d%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-nav03_off.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-nav03_off.png	(from http://goblinslayer.jp/goods01/)
00:50:02	130268/130268	---M--	200	added ('OK')	image/png	etag:%221fcdc-577d2a2596ac3%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book04.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book04.png	(from http://goblinslayer.jp/book/)
00:50:02	7353/7353	---M--	200	added ('OK')	image/png	etag:%221cb9-577a0df3cd9e8%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-txt01.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-txt01.png	(from http://goblinslayer.jp/goods01/)
00:50:03	18651/18651	---M--	200	added ('OK')	image/png	etag:%2248db-577a035a2d82c%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-nav04_off.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/bluray-nav04_off.png	(from http://goblinslayer.jp/goods01/)
00:50:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202019%2007:50:03%20GMT	http://goblinslayer.jp/special	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/special	(from http://goblinslayer.jp/goods01/)
00:50:04	11450/11450	---M--	200	added ('OK')	image/png	etag:%222cba-5779fcc5aca33%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/subttl-shokai.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/subttl-shokai.png	(from http://goblinslayer.jp/goods01/)
00:50:04	121367/121367	---M--	200	added ('OK')	image/png	etag:%221da17-577d2a258f1ab%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/book05.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/book05.png	(from http://goblinslayer.jp/book/)
00:50:05	5068/5068	---M--	200	added ('OK')	image/png	etag:%2213cc-57919edc7d1e4%22	http://goblinslayer.jp/wp-content/themes/goblinslayer/images/btn-goods-event.png	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/wp-content/themes/goblinslayer/images/btn-goods-event.png	(from http://goblinslayer.jp/goods01/)
00:50:05	25632/25632	---MC-	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2007:50:03%20GMT	http://goblinslayer.jp/special/	C:/Users/Corph/Desktop/Github/web-clone2/sl-when2/goblinslayer.jp/special/index.html	(from http://goblinslayer.jp/goods01/)
